Topic Modeling Id - New Index,Item ID,Title/Description,Idioma
62,ITEM-185027,"['document', 'estrateg', 'aport', 'equip', 'fiduciari', 'descripcion', 'document', 'estrategicos:', 'estrategi', 'banco-pais', 'not', 'tecnic', 'fiduciari', '(ebp/ntf)', 'document', 'program', 'pais', '(cpd)', 'perfil', 'fiduciari', '(pf)', 'conect', 'participacion', 'esper', 'especial', 'fmp']",Español
63,ITEM-185028,"['tall', '""design', 'thinking""', 'lmk', 'tall', 'dot', 'particip', 'herramient', 'practic', 'desarroll', 'habil', 'aplic', 'metodologi', '""design', 'thinking"".', 'traves', 'present', 'cort', 'activ', 'practic', 'particip', 'podran:', '(i)', 'diferenci', 'metodologi', 'otrosenfoqu', ""planificacio'n"", 'desarroll', 'proyect', '(ii)', 'reconoc', 'aplic', 'metodologi', 'proyect', 'banco.']",Español
64,ITEM-185031,"['capital', 'social', 'mexico:', 'bbl', 'guillerm', 'jaim', 'grup', 'mia', 'bbl', 'guillerm', 'jaim', 'detall', 'experient', 'emprendedor', 'social', 'nuev', 'ret', 'enfrent', 'grup', 'mia', 'proporcion', 'nuev', 'solucion', 'social', 'poblacion', 'mexican', 'bas', 'piramide.', 'asim', 'relat', 'cual', 'clav', 'empres', 'social', 'escal', 'exit', 'cumpl', 'objet', 'bas', 'piramid', 'par', 'gener', 'benefici', 'empres', 'social', 'prosig', 'busqued', 'solucion', 'beneficiarios.']",Español
65,ITEM-185032,"['sesion', 'microsoft', 'teams', 'mif']",Español
66,ITEM-185033,"['trd', 'learning', 'series:', 'facil', 'financi', 'flexibl', 'tall', 'busc', 'profundiz', 'conoc', 'tecnic', 'facil', 'financi', 'flexibl', 'estudi', 'evolu', 'product', 'financier', 'banc', 'discut', 'terminolog', 'tem', 'interes', 'seccion.', 'tem', 'principal', 'son:)', 'prest', 'fff;)', 'gestion', 'manej', 'deuda;)', 'opcion', 'reembols', 'flexibles;)opcion', 'conversion', 'tas', 'interes;', 'y)', 'manej', 'riesgos.instructor:', 'claudi', 'francosala:', 'ne']",Español
67,ITEM-185034,"['cambi', 'organizacional', 'gestion', 'efect', 'particip', 'curs', 'complet', 'dos', 'pasos:.', 'registrart', 'sesion/', 'fech', 'interes', 'ingres', '""', 'view', 'cours', 'date"".', 'complet', 'pas', 'anterior', 'recib', 'corre', 'notif', 'indic', 'segu', 'complet', 'matricul', 'exito.p', 'conoc', 'detall', 'curs', 'puls', 'nombr', 'curs', 'visit', 'pestañ', 'overview.']",Español
68,ITEM-185036,"['estudi', 'preinversion', 'hospitalari', 'curs', 'const', 'seman', 'busc', 'fortalec', 'conoc', 'particip', 'desarroll', 'estudi', 'preinversion', 'hospital', 'nuev', 'diagnost', 'analisis', 'altern', 'propuest', 'solucion.', 'curs', 'ademas', 'part', 'program', 'capacit', 'gestor', 'sector', 'salud', 'banc', 'interamerican', 'desarroll', 'form', 'total', 'curs', 'virtual', 'dan', 'acces', 'tres', 'tip', 'certif', 'individual', 'diferent', 'taller', 'presencial', 'acced', 'equip', 'mejor', 'proyect', 'calif', 'curs', 'virtual', 'financi', 'mejor', 'proyect', 'sector', 'salud', 'present', 'taller', 'presenciales.', 'obten', 'inform', 'program', 'pued', 'revis', 'siguient', 'enlace.', 'https://indesvirtual.iadb.org/file.php//eph/website%indes%eph.pdf']",Español
69,ITEM-185037,"['curs', 'ley', 'disciplin', 'financ', 'entidad', 'feder', 'municipi', 'mexic', 'curs', 'const', 'seman', 'busc', 'fortalec', 'conoc', 'capac', 'funcionari', 'public', 'municipi', 'implement', 'precept', 'nuev', 'ley', 'disciplin', 'financ', 'gestion', 'financ', 'subnacional.', 'sigu', 'estructur', 'ley', 'curs', 'centr', 'precept', 'ejes', 'mism', 'regl', 'disciplin', 'presupuestari', 'sistem', 'alert', 'contrat', 'deud', 'deud', 'estatal', 'garantiz', 'registr', 'public', 'unico.']",Español
70,ITEM-185039,"['accesibilidad:', 'nuev', 'metric', 'med', 'impact', 'proyect', 'transport']",Español
71,ITEM-185041,"['marc', 'result', 'desarroll', 'particip', 'curs', 'complet', 'dos', 'pasos:.', 'registrart', 'sesion/', 'fech', 'interes', 'ingres', '""', 'view', 'cours', 'date"".', 'complet', 'pas', 'anterior', 'recib', 'corre', 'notif', 'indic', 'segu', 'complet', 'matricul', 'exito.p', 'conoc', 'detall', 'curs', 'puls', 'nombr', 'curs', 'visit', 'pestañ', 'overview.*', 'curs', 'prerequisitos.', 'pued', 'consult', 'pestañ', 'overview.']",Español
72,ITEM-185042,"['fortalec', 'gestion:coordin', 'intersectorial', 'gestion', 'polit', 'public', 'particip', 'curs', 'complet', 'dos', 'pasos:.', 'registrart', 'sesion/', 'fech', 'interes', 'ingres', '""', 'view', 'cours', 'date"".', 'complet', 'pas', 'anterior', 'recib', 'corre', 'notif', 'indic', 'segu', 'complet', 'matricul', 'exito.p', 'conoc', 'detall', 'curs', 'puls', 'nombr', 'curs', 'visit', 'pestañ', 'overview.']",Español
73,ITEM-185043,"['gestion', 'integral', 'desarroll', 'econom', 'territorial', 'particip', 'curs', 'complet', 'dos', 'pasos:.', 'registrart', 'sesion/', 'fech', 'interes', 'ingres', '""', 'view', 'cours', 'date"".', 'complet', 'pas', 'anterior', 'recib', 'corre', 'notif', 'indic', 'segu', 'complet', 'matricul', 'exito.p', 'conoc', 'detall', 'curs', 'puls', 'nombr', 'curs', 'visit', 'pestañ', 'overview.']",Español
74,ITEM-185045,"['blockchain:', 'alastri', 'creacion', 'internet', 'valor']",Español
75,ITEM-185047,"['relacion', 'intersectorial', 'publico-priv', 'gobi', 'subnacional', 'particip', 'curs', 'complet', 'dos', 'pasos:.', 'registrart', 'sesion/', 'fech', 'interes', 'ingres', '""', 'view', 'cours', 'date"".', 'complet', 'pas', 'anterior', 'recib', 'corre', 'notif', 'indic', 'segu', 'complet', 'matricul', 'exito.p', 'conoc', 'detall', 'curs', 'puls', 'nombr', 'curs', 'visit', 'pestañ', 'overview.']",Español
76,ITEM-185048,"['asoci', 'publico-', 'priv', 'colombia:', 'directric', 'implement', 'particip', 'curs', 'complet', 'dos', 'pasos:.', 'registrart', 'sesion/', 'fech', 'interes', 'ingres', '""', 'view', 'cours', 'date"".', 'complet', 'pas', 'anterior', 'recib', 'corre', 'notif', 'indic', 'segu', 'complet', 'matricul', 'exito.p', 'conoc', 'detall', 'curs', 'puls', 'nombr', 'curs', 'visit', 'pestañ', 'overview.']",Español
77,ITEM-185049,"['gestion', 'riesg', 'particip', 'curs', 'complet', 'dos', 'pasos:.', 'registrart', 'sesion/', 'fech', 'interes', 'ingres', '""', 'view', 'cours', 'date"".', 'complet', 'pas', 'anterior', 'recib', 'corre', 'notif', 'indic', 'segu', 'complet', 'matricul', 'exito.p', 'conoc', 'detall', 'curs', 'puls', 'nombr', 'curs', 'visit', 'pestañ', 'overview.*', 'curs', 'prerequisitos.', 'pued', 'consult', 'pestañ', 'overview.']",Español
78,ITEM-185050,"['indic', 'desarroll', 'particip', 'curs', 'complet', 'dos', 'pasos:.', 'registrart', 'sesion/', 'fech', 'interes', 'ingres', '""', 'view', 'cours', 'date"".', 'complet', 'pas', 'anterior', 'recib', 'corre', 'notif', 'indic', 'segu', 'complet', 'matricul', 'exito.p', 'conoc', 'detall', 'curs', 'puls', 'nombr', 'curs', 'visit', 'pestañ', 'overview.']",Español
79,ITEM-185051,"['onlin', 'tutor', 'training', 'particip', 'curs', 'complet', 'dos', 'pasos:.', 'registrart', 'sesion/', 'fech', 'interes', 'ingres', '""', 'view', 'cours', 'date"".', 'complet', 'pas', 'anterior', 'recib', 'corre', 'notif', 'indic', 'segu', 'complet', 'matricul', 'exito.p', 'conoc', 'detall', 'curs', 'puls', 'nombr', 'curs', 'visit', 'pestañ', 'overview.']",Español
80,ITEM-185052,"['formacion', 'tutor', 'line', 'particip', 'curs', 'complet', 'dos', 'pasos:.', 'registrart', 'sesion/', 'fech', 'interes', 'ingres', '""', 'view', 'cours', 'date"".', 'complet', 'pas', 'anterior', 'recib', 'corre', 'notif', 'indic', 'segu', 'complet', 'matricul', 'exito.p', 'conoc', 'detall', 'curs', 'puls', 'nombr', 'curs', 'visit', 'pestañ', 'overview.']",Español
81,ITEM-185053,"['treinament', 'tutori', 'onlin', 'particip', 'curs', 'complet', 'dos', 'pasos:.', 'registrart', 'sesion/', 'fech', 'interes', 'ingres', '""', 'view', 'cours', 'date"".', 'complet', 'pas', 'anterior', 'recib', 'corre', 'notif', 'indic', 'segu', 'complet', 'matricul', 'exito.p', 'conoc', 'detall', 'curs', 'puls', 'nombr', 'curs', 'visit', 'pestañ', 'overview.']",Español
82,ITEM-185063,"['seman', 'represent', 'seman', 'represent']",Español
83,ITEM-185065,"['present', 'jef', 'division', 'departament', 'scl']",Español
84,ITEM-185068,"['bim:', 'construccion', 'inteligent', '|', 'siempr', 'quer', 'sab', 'bim', '¿tien', 'region', 'amer', 'latin', 'carib', 'potencial', 'ahorr', 'us$', 'millon', 'año', 'inversion', 'public', 'infraestructura?', 'adopcion', 'tecnolog', 'digital', 'particul', 'bim', '(building', 'information', 'modeling)', 'indic', 'si.', 'invit', 'lun', 'may', '.am', 'tall', 'contest', 'tod', 'pregunt', 'bim:', 'es?', 'usan', 'como?', 'cual', 'polit', 'public', 'necesari', 'impuls', 'adopcion', 'rapida?']",Español
85,ITEM-185069,"['import', 'networking', 'carrer', 'profesional', 'muj', 'charl', 'benefici', 'cre', 'manten', 'red', 'contact', 'mujer', 'profesion', 'distint', 'maner', 'existent', 'hac', 'networking', 'maner', 'efectiva.']",Español
86,ITEM-185071,"['practic', 'gerencial', 'monitoreo:', 'haci', 'cultur', 'aprendizaj', 'gestion', 'desarroll', 'particip', 'curs', 'complet', 'dos', 'pasos:.', 'registrart', 'sesion/', 'fech', 'interes', 'ingres', '""', 'view', 'cours', 'date"".', 'complet', 'pas', 'anterior', 'recib', 'corre', 'notif', 'indic', 'segu', 'complet', 'matricul', 'exito.p', 'conoc', 'detall', 'curs', 'puls', 'nombr', 'curs', 'visit', 'pestañ', 'overview.*', 'curs', 'prerequisitos.', 'pued', 'consult', 'pestañ', 'overview.']",Español
87,ITEM-185072,"['procurement', 'certification', 'exam', '-', 'fmp', '*registration', 'clos', 'on', 'may', '*this', 'procurement', 'certification', 'exam', 'will', 'be', 'avail', 'betw', 'jun', '-.', 'if', 'you', 'regist', 'now', 'mak', 'sur', 'to', 'return', 'on', 'the', 'dat', 'mention', 'abov', 'to', 'tak', 'the', 'exam', 'which', 'will', 'be', 'avail', 'in', 'english', 'spanish', 'french', 'and', 'portuguese.for', 'mor', 'information', 'ple', 'contact', 'freddy', 'andar', 'at', 'freddyan@iadb.org', '(vpc/fmp)', 'or', 'the', 'operations', 'training', 'team', 'at', 'olp@iadb.org', '(knl/sdi).*el', 'registr', 'cerr', 'mayo*est', 'exam', 'certif', 'adquisicion', 'dispon', 'junio.', 'si', 'registr', 'ahor', 'favor', 'regres', 'juni', 'tom', 'exam', 'dispon', 'español', 'ingles', 'frances', 'portugues.p', 'inform', 'favor', 'contact', 'freddy', 'andar', 'freddyan@iadb.org', '(vpc/fmp)', 'o', 'equip', 'carg', 'program', 'formacion', 'oper', 'olp@iadb.org', '(knl/sdi).']",Ingles
88,ITEM-185077,"['futur', 'trabaj', 'pension', 'chil', 'seminari', 'present', 'desafi', 'transform', 'sistem', 'intermedi', 'laboral', 'pension', 'context', 'cambi', 'tecnolog', 'envejec', 'poblacional', 'regul', 'laboral', 'respond', 'neces', 'present', 'futuras.']",Español
89,ITEM-185080,"['tall', 'instrument', 'prest', 'garant', 'soberan', 'mejor', 'inform', 'monitore', 'prog', 'present', 'personal', 'oper', 'oficin', 'pais', 'distint', 'instrument', 'prestam', 'garant', 'soberan', 'cuent', 'banc', 'principal', 'caracterist', 'leccion', 'aprend', 'experient', 'implementacion.']",Español
90,ITEM-185082,"['sistem', 'gestion', 'ambiental', 'social:', 'oportun', 'negoci', 'curs', 'funcion', 'gui', 'integr', 'practic', 'ambiental', 'social', 'dentr', 'gestion', 'riesg', 'institu', 'financ', 'particular', 'aquell', 'categoriz', 'if-.', 'curs', 'busc', 'identific', 'import', 'integr', 'aspect', 'ambiental', 'social', 'sol', 'element', 'cumplimient', 'element', 'valor', 'institu', 'financ', 'clientes.un', 'vez', 'usted', 'registr', 'podr', 'acced', 'activ', 'llev', 'plataform', 'moodl', 'matricul', 'curs', 'participar.']",Español
91,ITEM-185083,"['tall', 'comun', 'efect', 'part', 'ii', 'tall', 'comun', 'efect', 'part', 'ii']",Español
92,ITEM-185084,"['tall', 'intercambi', 'experient', 'fortalec', 'equip', 'econom', 'cid', '.', 'intercambi', 'conoc', 'experient', 'equip', 'econom', 'cid', 'especial', 'enfasis', 'miembr', 'recien', 'integrados:', '¿com', 'apoy', 'estrateg', 'mejor', 'pais', 'region', 'banco?.', 'analiz', 'principal', 'desafi', 'enfrent', 'econom', 'cicl', 'prepar', 'aprob', 'seguimient', 'implement', 'estrategi', 'paises:', '¿com', 'compart', 'comunic', 'efect', 'conoc', 'gener', 'proces', 'especial', 'cdc?.', 'discut', 'valid', 'prioridad', 'investig', 'equip', 'cid:', '¿com', 'prioriz', 'disemin', 'product', 'conocimiento?']",Español
93,ITEM-185088,"['capacit', 'comun', 'nicaragu', 'capacit', 'personal', 'represent', 'tem', 'comun', '(por', 'ejempl', '¿com', 'redact', '""blog-post?', 'herramient', 'comunicaciones).']",Español
94,ITEM-185090,"['capacit', 'comun', 'salvador', 'capacit', 'funcionari', 'represent', 'tem', 'comun', '(por', 'ejempl', '¿com', 'redact', '""blog-post""?', 'herramientas)']",Español
95,ITEM-185091,"['intercambi', ""ao's"", 'objet', 'conoc', 'best', 'practic', 'oper', 'intercambi', ""ao's"", 'objet', 'conoc', 'best', 'practic', 'oper', 'relev', 'gener', 'result', 'optim']",Español
96,ITEM-185097,"['curs', 'prepar', 'exam', 'pmp']",Español
97,ITEM-185098,"['contrat', 'prestam', 'inversion', 'oper', 'garant', 'soberan', 'curs', '""contrat', 'prestam', 'inversion', 'oper', 'garant', 'soberan', 'financi', 'recurs', 'capital', 'ordinario""', 'comprend', 'cuatr', 'modul', 'inclu', 'aspect', 'general', 'contrat', 'aspect', 'financier', 'prestam', 'aspect', 'oper', 'proyect', 'tem', 'aplic', 'uniform', 'prest', 'oper', 'prestam', 'inversion.est', 'curs', 'realiz', 'moodle.', 'ver', 'detall', 'registr', 'visit', 'siguient', 'enlace:', 'https://cursos.iadb.org/es/indes/contrato-prestamo-inversion-operaciones-garantia-soberana-financi']",Español
98,ITEM-186001,"['biodivers', 'estudi', 'impact', 'ambiental', 'particip', 'curs', 'complet', 'dos', 'pasos:.', 'registrart', 'sesion/', 'fech', 'interes', 'ingres', '""view', 'cours', 'date"".', 'complet', 'pas', 'anterior', 'recib', 'corre', 'notif', 'indic', 'segu', 'complet', 'matricul', 'exito.']",Español
99,ITEM-186003,"['principi', 'revision', 'evalu', 'impact', 'ambiental', 'particip', 'curs', 'complet', 'dos', 'pasos:.', 'registrart', 'sesion/', 'fech', 'interes', 'ingres', '""view', 'cours', 'date"".', 'complet', 'pas', 'anterior', 'recib', 'corre', 'notif', 'indic', 'segu', 'complet', 'matricul', 'exito.']",Español
100,ITEM-186005,"['particip', 'ciudadan', 'relev', '(muse)', 'particip', 'curs', 'complet', 'dos', 'pasos:.', 'registrart', 'sesion/', 'fech', 'interes', 'ingres', '""view', 'cours', 'date"".', 'complet', 'pas', 'anterior', 'recib', 'corre', 'notif', 'indic', 'segu', 'complet', 'matricul', 'exito.']",Español
101,ITEM-186007,"['diseñ', 'instruccional', 'tutor', 'line', 'curs', 'pretend', 'desarroll', 'habil', 'diseñ', 'instruccional', 'program', 'format', 'oper', 'entorn', 'virtual', 'aprendizaj', 'convert', 'respuest', 'demand', 'educ', 'actual', 'hac', 'uso', 'cad', 'vez', 'intens', 'benefici', 'tecnologia.', 'proposit', 'tutor', 'docent', 'line', 'capaz', 'ejerc', 'rol', 'planif', 'enseñ', 'determin', 'neces', 'educ', 'alumn', 'context', 'organiz', 'maner', 'sistemat', 'element', 'necesari', 'accion', 'instruccional', 'final', 'garantiz', 'aprendizaj', 'des', 'tom', 'cuent', 'conoc', 'cienci', 'estudi', 'hac', 'uso', 'recurs', 'herramient', 'prov', 'ambient', 'virtual', 'aprendizaje.', 'finaliz', 'curs', 'particip', 'desarroll', 'propuest', 'diseñ', 'instruccional', 'factibl', 'neces', 'instruccional', 'detect', 'observ', 'lineamient', 'requer', 'model', 'seleccion', 'inclu', 'aspect', 'relev', 'teor', 'psicoeduc', 'fundamenta.', 'objet', 'generales:', '.', 'analiz', 'proces', 'diseñ', 'instruccional', 'entorn', 'virtual', 'aprendizaj', 'component', 'dimensiones.', '.', 'analiz', 'particular', 'principal', 'model', 'diseñ', 'instruccional.', '.', 'relacion', 'principal', 'planteamient', 'teoric', 'aprendizaj', 'diseñ', 'instruccional.', '.', 'cre', 'evalu', 'propuest', 'diseñ', 'instruccional', 'curs', 'line', 'consider', 'dimension', 'tecnolog', 'pedagog', 'comunicativa.', '.', 'analiz', 'posibil', 'implement', 'diseñ', 'instruccional', 'entorn', 'virtual', 'aprendizaje.']",Español
102,ITEM-186008,"['training', 'op', 'team:', 'mejor', 'integr', 'ezshare+convergent', 'training', 'op', 'team:', 'mejor', 'integr', 'ezshare+convergent']",Español
103,ITEM-186009,"['mit', 'medi', 'lab', 'spring', 'meeting', 'objet', 'sesion', 'actualiz', 'miembr', 'principal', 'activ', 'investig', 'desarroll', 'realiz', 'grup', 'inici', 'integr', 'laboratorio.']",Español
104,ITEM-186011,"['conversatori', 'glori', 'ortega:', 'ret', 'oportun', 'implement', 'tecnolog', 'lac', 'glori', 'orteg', 'convers', 'oportun', 'ret', 'implement', 'tecnolog', 'proyect', 'are', 'social', 'graci', 'experient', 'sector', 'public', 'privado.habl', 'conoc', 'implement', 'tecnolog', 'amer', 'latin', 'com', 'promov', 'particip', 'funcionari', 'public', 'com', 'bas', 'exit', 'bas', 'cas', 'ministeri', 'trabaj', 'paraguay.']",Español
105,ITEM-186012,"['futur', 'trabaj', 'pension', 'chil', '-', 'tall', 'parlamentari', 'context', 'transform', 'digital', 'demograf', 'afect', 'orden', 'vid', 'public', 'priv', 'objet', 'tall', 'ofrec', 'particip', 'espaci', 'reflexion', 'desafi', 'oportun', 'futur', 'trabaj', 'chil', 'especial', 'merc', 'trabaj', 'sistem', 'pensiones.', 'tall', 'cont', 'present', 'expert', 'internacional', 'banc', 'ofrec', 'espaci', 'reflexion', 'discusion', 'temas.']",Español
106,ITEM-186013,"['digital', 'transformation', 'program', 'through', 'courser', 'program', 'ofrec', 'menu', 'curs', 'dirig', 'fortalec', 'entend', 'conoc', 'personal', 'scl', 'tem', 'relacion', 'trasform', 'digital.', '(program', 'courser', 'scl).']",Español
107,ITEM-186014,"['prepar', 'perfil', 'competit', 'proyect', 'investig', 'innov', 'agropecuari', 'particip', 'curs', 'complet', 'dos', 'pasos:.', 'registrart', 'sesion/', 'fech', 'interes', 'ingres', '""view', 'cours', 'date"".', 'complet', 'pas', 'anterior', 'recib', 'corre', 'notif', 'indic', 'segu', 'complet', 'matricul', 'exito.']",Español
108,ITEM-186029,"['registr', 'horari', 'asistent', 'sap', 'staff', 'proces', 'complet', 'inform', 'tiemp', 'emple', 'bid', 'funcion', 'fundamental', 'banc', 'captur', 'esfuerz', 'emple', 'dedic', 'trabaj', 'diferent', 'product', 'servici', 'banco.', 'report', 'tiemp', 'esencial', 'aument', 'cultur', 'transparent', 'rendicion', 'cuent', 'eficient', 'cost', 'banco.', 'curs', 'minut', 'usted', 'aprend', 'porqu', 'report', 'tiemp', 'fundamental', 'buen', 'administr', 'banc', 'asi', 'ingres', 'tiemp', 'asistent', 'sap', 'timesheet.']",Español
109,ITEM-186038,"['sistem', 'inteligent', 'transporte:', 'gui', 'practic', 'implement', 'alc', 'amer', 'latin', 'carib', '(alc)', 'exist', 'crecient', 'interes', 'its', 'implement', 'par', 'increment', 'merc', 'ofert', 'solucion', 'tecnolog', 'gestion', 'infraestructur', 'transport', 'facilit', 'inform', 'usuarios.', 'embarg', 'ocasion', 'exist', 'conoc', 'tecnic', 'inform', 'objet', 'permit', 'autor', 'implement', 'solucion', 'its', 'exito.l', 'its', 'ademas', 'facilit', 'gestion', 'sistem', 'transport', 'permit', 'gener', 'inform', 'util', 'uso', 'infraestructur', 'pued', 'ser', 'utiliz', 'planeacion', 'mejor', 'desempeñ', 'sector.est', 'curs', 'proporcion', 'alumn', 'conoc', 'general', 'its.', 'inclu', 'inform', 'element', 'tecnic', 'aspect', 'social', 'econom', 'institucional', 'normat', 'logr', 'correct', 'aplic', 'its.', 'asim', 'aport', 'perspect', 'coordin', 'requer', 'divers', 'are', 'gobiern', 'empres', 'priv', 'usuari', 'actor', 'involucr', 'socied', 'civil.al', 'finaliz', 'curs', 'alumn', 'capaz', 'identific', 'benefici', 'pued', 'brind', 'aplic', 'its', 'resolv', 'problem', 'sector', 'movil', 'transport', 'diagnostic', 'ret', 'implement', 'describ', 'component', 'comunes.', 'asim', 'alumn', 'podr', 'utiliz', 'conoc', 'adquir', 'conceptualiz', 'diseñ', 'aplic', 'its', 'ciud', 'region.']",Español
110,ITEM-186040,"['econom', 'colaborativas:', 'contribu', 'proces', 'desarroll', 'integral', 'ciudad', 'director', 'program', 'ciudad', 'think-tanks', 'import', 'argentin', 'region', 'cippec', 'abord', 'fenomen', 'econom', 'colabor', 'proposit', 'proyect', 'desarroll', 'junt', 'ministeri', 'produccion', 'facilit', 'acces', 'servici', 'oportun', 'emprend', 'ciudad', 'argentinas.tema:', 'econom', 'colabor', 'part', 'central', 'nuev', 'econom', 'digital', 'fenomen', 'innov', 'alcanc', 'global', 'transversal', 'gener', 'import', 'cambi', 'estructural', 'funcion', 'losmercados.', 'constitu', 'sistem', 'econom', 'compart', 'intercambi', 'bien', 'servici', 'traves', 'plataform', 'digital', 'ofrec', 'import', 'oportun', 'democratiz', 'econom', 'favorec', 'lainclusion', 'social', 'promov', 'espiritu', 'emprendedor', 'desencaden', 'ola', 'innov', 'pued', 'contribu', 'resolv', 'grand', 'problem', 'social', 'econom', 'ambiental', 'habit', 'region.presentador:', 'gabriel', 'lanfranchi', 'arquitect', '(univers', 'buen', 'aires)', 'magist', 'econom', 'urban', '(univers', 'torcuat', 'di', 'tella)', 'investig', 'asoci', 'spurs', 'fellow', 'fundador', 'metr', 'lab', 'initiativ', 'mit.', 'director', 'program', 'ciudad', 'centr', 'implement', 'polit', 'public', 'equid', 'crecimient', '(cippec)', 'co-ch', 't-', 'task', 'forc', 'accion', 'climat', 'infraestructur', 'desarrollo.', 'director', 'posgr', 'urban', 'metropolitan', '(univers', 'buen', 'aires)', 'director', 'metr', 'lab', 'uba.webex:', 'econom', 'colaborativas:', 'contribu', 'proces', 'desarroll', 'integral', 'ciudadesfriday', 'april', '|meeting', 'number:', 'meeting', 'link:', 'https://iadb.webex.com/iadb/j.php?mtid=mbdbbedcacbffdaudi', 'connection:', '---', 'call-in', 'toll', 'numb', '(us/canada)', 'global', 'call-in', 'numbersaccess', 'code:']",Español
111,ITEM-186041,"['seri', 'charl', 'omb', 'dar', 'conoc', 'servici', 'oficin', 'omb.']",Español
112,ITEM-186042,"['vide', 'acces', 'inform', 'vide', 'acces', 'informacion.']",Español
113,ITEM-186043,"['glimps', 'into', 'the', 'future:', 'quantum', 'technologi', 'marc', 'allend', 'consultor', 'ite/ips', 'present', 'tecnologi', 'emerget', 'pued', 'ten', 'grand', 'implic', 'futur', 'sector', 'social']",Español
114,ITEM-186048,"['tall', 'evaluacion', 'econom', 'siepac']",Español
115,ITEM-186049,"['bbl', 'transform', 'infraestrucutr', 'sector', 'public', 'present', 'servici', 'empres', 'espanol', 'inec']",Español
116,ITEM-186053,"['¿com', 'logr', 'mejor', 'interaccion', 'twitter?', 'training', 'dedicado%', 'red', 'social', 'comand', 'famos', 'palomita:', 'twitter!', 'particip', 'oportun', 'escuch', 'expert', 'twitt', 'cont', 'estrategi', 'consej', 'com', 'aprovech', 'mejor', 'presenci', 'red', 'frent', 'mejor', 'interaccion', 'audiencia.', 'training', 'español.']",Español
117,ITEM-186054,"['capacit', 'oper', 'sgo', 'capacit', 'oper', 'sgo', 'tem', 'vari']",Español
118,ITEM-186057,"['jorn', 'conoc', 'cti']",Español
119,ITEM-186060,"['jorn', 'conoc', 'cti']",Español
120,ITEM-186062,"['sap', 'procur', 'to', 'pay', '–', 'frequently', 'asked', 'questions', 'result', 'event', 'particip', 'comprend', 'mejor', 'form', 'solucion', 'problem', 'frecuent', 'proces', 'compr', 'pagos.', 'proporcion', 'punt', 'contact', 'resolu', 'problemas.']",Español
121,ITEM-186068,"['conversatori', 'tem', 'transversal', 'gestion', 'oper', 'objet', 'compart', 'intercambi', 'conoc', 'experient', 'tem', 'transversal', 'gestion', 'oper', 'nicaragua.', 'cad', 'conversatori', 'inclu', 'present', 'introductori', 'panel', 'espacial', 'banc', 'espaci', 'dialog', 'intern', '(plenaria).']",Español
122,ITEM-186069,"['tall', 'salvaguard', 'social', 'evalu', 'impact', 'social', 'entren', 'mici']",Español
123,ITEM-186071,"['financi', 'proyect', 'recurs', 'union', 'europea:', 'formacion', 'agenci', 'ejecutor', 'curs', 'diseñ', 'miembr', 'equip', 'agenci', 'ejecutoras.', 'brind', 'descripcion', 'general', 'requisit', 'especial', 'implement', 'proyect', 'financi', 'co-financi', 'recurs', 'union', 'europe', 'baj', 'acuerd', 'marc', 'firm', 'bid', 'union', 'europea.despues', 'complet', 'curs', 'particip', 'conoc', 'oblig', 'proyect', 'financi', 'cofinanci', 'recurs', 'union', 'europe', 'capac', 'cumpl', 'requisit', 'especial', 'aplic', 'proyectos.']",Español
124,ITEM-186073,"['¿com', 'escrib', 'entrad', 'blog?', 'tall', 'entreg', 'herramient', 'comun', 'util', 'emple', 'bid', 'invest', 'pued', 'escrib', 'propi', 'entrad', 'blog', 'comprend', 'line', 'editorial', 'blog', 'negoci', 'sostenibles.']",Español
125,ITEM-186078,"['cutting', 'edge', 'patimoni', 'urban', 'resielient', 'lac', '(new', 'orleans)', 'conoc', 'experient', 'nuev', 'orleans', 'cuant', 'resilient', 'patrimoni', 'histor', 'moment', 'impact', 'huracan', 'katrin', '.']",Español
126,ITEM-186082,"['propuest', 'priorid', 'institucional', 'polit', 'promocion', 'viviend', 'social', 'sustent', 'objet', 'priorid', 'institucional', 'promov', 'produccion', 'viviend', 'asequ', 'resilient', 'baj', 'impact', 'ambiental', 'lac.']",Español
127,ITEM-186084,"['diseñ', 'centr', 'usuari', 'innovacion', 'social', 'curs', 'formacion', 'metodologi', 'innovacion', 'centr', 'usuari']",Español
128,ITEM-186087,"['financi', 'proyect', 'recurs', 'union', 'europea:', 'formacion', 'agenci', 'ejecutor', 'curs', 'diseñ', 'miembr', 'equip', 'agenci', 'ejecutoras.', 'brind', 'descripcion', 'general', 'requisit', 'especial', 'implement', 'proyect', 'financi', 'cofinanci', 'recurs', 'union', 'europe', 'baj', 'acuerd', 'marc', 'firm', 'bid', 'union', 'europea.', 'despues', 'complet', 'curs', 'particip', 'conoc', 'oblig', 'proyect', 'financi', 'cofinanci', 'recurs', 'union', 'europe', 'capac', 'cumpl', 'requisit', 'especial', 'aplic', 'proyectos.']",Español
129,ITEM-186088,"['mif', 'innovateme!', 'objet', 'innovateme!', 'son:', 'inmersion', 'innov', 'fronter', 'ocurr', 'dentr', 'grup', 'bid', 'integr', 'construccion', 'equip']",Español
